reviewer_id,reviewer_average_stars,reviewer_fans,reviewer_name,reviewer_review_count,reviewer_yelper_since,reviewer_funny_votes,reviewer_useful_votes,reviewer_cool_votes,reviewer_total_votes,reviewer_num_friends,reviewer_years_elite,reviewer_currently_elite,reviewer_num_compliments
8PKohUCVhumJwsno1xyaLg,3.5,0.0,Event,2.0,2011-11,0,0,0,0,0,0,0,0
xkHrpXP7JZao6lpOZLcH2Q,3.5,0.0,Richard,2.0,2013-04,0,0,0,0,0,0,0,0
a4aoebrIGYuaSBmckQtB8g,2.11,0.0,Bright,9.0,2013-02,0,0,0,0,2,0,0,1
21tR2DsFvR0kAvbZuFl0bQ,4.5,0.0,Michelle,9.0,2013-08,0,0,0,0,0,0,0,0
4urtsQqDRlP5s4AIBcbu-Q,4.82,1.0,Sasha,22.0,2012-02,0,0,0,0,9,0,0,12
NifEpDevna9iVglmxJxAyA,5.0,0.0,K,4.0,2012-03,0,0,0,0,2,0,0,0
HhaU_Pynepp5UvEqiwZ6Nw,4.14,0.0,Mena,7.0,2013-06,0,0,0,0,14,0,0,0
n_1q67T6UQrinjFOHcBKyw,5.0,0.0,Marilou,2.0,2013-03,0,0,0,0,0,0,0,0
l5thWlFavxuT92A4saGtzA,3.62,0.0,Leslie,17.0,2011-12,0,0,0,0,6,0,0,0
otpAU4p9AFt-R-RuSWtJSw,4.0,0.0,Rob,3.0,2011-02,0,0,0,0,0,0,0,0
JcVvcKIVIobPEn_AsxdSzQ,4.0,0.0,Katie,9.0,2014-01,0,0,0,0,0,0,0,0
xqqAzP6zjtJbyegKR1Md9A,4.25,2.0,Kristin,77.0,2010-07,0,0,0,0,0,0,0,2
6dbB2Q-ZhUC_KZ4d3E5mwQ,3.43,0.0,Chrissy,7.0,2010-12,0,0,0,0,0,0,0,0
D9QL-hU0mmskP6HvQ0018g,3.61,0.0,Nabeel,127.0,2009-11,0,0,0,0,0,0,0,6
qcXBRtn5oTeWUmg7nVxWPQ,3.25,0.0,Claire,4.0,2014-01,0,0,0,0,0,0,0,0
rq6FgFip8LrRy4VMdZtzBQ,5.0,0.0,Amanda,1.0,2014-08,0,0,0,0,0,0,0,0
axgsgqUa76u0Mt_mUFZ7Ow,3.5,0.0,Jeremy,15.0,2013-07,0,0,0,0,0,0,0,0
yt74qezZ2bRpbGbmZujRbg,4.0,0.0,Tabitha,4.0,2014-01,0,0,0,0,0,0,0,0
uY7gUTOdVlSfY3rlc2CLLA,3.64,1.0,Ava,177.0,2011-03,0,0,0,0,2,0,0,10
k7v6ixQJ-8eEUa7i-57Ppw,5.0,0.0,neal,3.0,2011-11,0,0,0,0,0,0,0,0
WfFcQS4nLuplH54CpTzZpw,4.71,0.0,Komal,8.0,2014-09,0,0,0,0,0,0,0,0
3xL8imTM-Rx0jr3M6vVSvw,3.95,3.0,Melissa,40.0,2013-08,0,0,0,0,4,0,0,0
nAxiAdAMP27SdWaoxskl-g,3.64,7.0,Sapna,130.0,2010-03,0,0,0,0,5,4,1,32
yJ1infzqlINUdREe_s1LqQ,3.63,0.0,Alicia,58.0,2014-02,0,0,0,0,0,0,0,1
8VDs9ifWQL-1NwgDEVy7wQ,3.57,3.0,Elle,65.0,2010-04,0,0,0,0,0,0,0,4
rw2MOx_mmqK1WNlKwL5nVQ,3.4,0.0,Joshua,20.0,2011-10,0,0,0,0,3,0,0,1
1xXRv1cnnLK2KCBxDKTZ3w,4.0,0.0,Georgienna,1.0,2012-06,0,0,0,0,1,0,0,1
StrPlqMVd4ug6hHJDJbn8g,3.5,0.0,Bri,2.0,2012-07,0,0,0,0,0,0,0,2
NZ-InItDVRQET7ur9ZQdbQ,5.0,2.0,Sophia,2.0,2011-10,0,0,0,0,10,0,0,1
WB83FX_Ln4rWiyIcZ9siuQ,2.82,0.0,John,22.0,2010-05,0,0,0,0,1,0,0,0
JSR0yXzlqmQoOEQL1QFzmg,2.33,0.0,Dustin,3.0,2014-01,0,0,0,0,1,0,0,0
pB-KRroOhyGciIt5n8gLsA,4.0,0.0,Mel,1.0,2012-01,0,0,0,0,3,0,0,0
fW5qHjomY6getsjI3Gkz-A,1.0,0.0,Tamika,2.0,2010-12,0,0,0,0,0,0,0,0
_dYiGzw5m_y4zrD4s2Ef6g,4.0,0.0,Bernard,1.0,2012-01,0,0,0,0,0,0,0,0
dQt5U25YGhJX1FN6fa-h2g,4.0,0.0,Alex,2.0,2013-12,0,0,0,0,0,0,0,0
DEjUE5zto4gfyZnZmmsFOQ,3.0,0.0,Bernard,2.0,2014-02,0,0,0,0,0,0,0,0
dYRhccyu6sNg-pty0ohEmA,4.3,0.0,Stephanie,10.0,2011-03,0,0,0,0,3,0,0,1
SBzypfzYeczccX7M91aVxw,2.0,0.0,Balil,1.0,2014-08,0,0,0,0,0,0,0,0
Xdo-AeEiQT-jYFpv84PJBg,3.75,0.0,Meredith,4.0,2011-03,0,0,0,0,9,0,0,0
K1NF5PuSdtlB4yuXsESq3w,5.0,0.0,Melissa,3.0,2011-06,0,0,0,0,3,0,0,0
FDzvX5dH5TKjH4NbRvu5kQ,5.0,0.0,S.,1.0,2013-04,0,0,0,0,0,0,0,0
SPEwp5vxoOOdNeTb9DPPIg,1.0,0.0,Patrick,1.0,2010-08,0,0,0,0,0,0,0,0
rstJ_QL0IMBb1FJYFntbHw,4.19,1.0,Mona,21.0,2013-01,0,0,0,0,2,0,0,0
QTg8WftBKXGLCfk2UYQB-w,3.95,0.0,Jaime,19.0,2013-07,0,0,0,0,3,0,0,0
kkwgagl4AYORTvCoa_A-9Q,4.0,0.0,Joe,5.0,2012-03,0,0,0,0,0,0,0,0
gCDacdm4JYDm9pbC4di7SQ,3.5,0.0,Amanda,2.0,2014-05,0,0,0,0,0,0,0,0
mwfPCi2yf3hgS296oLdhlw,3.29,0.0,Frances,7.0,2014-06,0,0,0,0,1,0,0,0
U587ohfK7ts_WSqonURFQg,3.46,0.0,Lisa,27.0,2014-07,0,0,0,0,13,0,0,5
w7v744nBHnPotaXqwEImjg,2.17,0.0,Joe,5.0,2014-06,0,0,0,0,3,0,0,1
l4OdtQphlYFCNoMyRR7X1Q,3.11,1.0,connor,9.0,2009-01,0,0,0,0,0,0,0,0
hrdD494_OKWWk24MbVtZ9Q,3.92,0.0,Charlie,12.0,2009-12,0,0,0,0,0,0,0,3
Fjx7AwN1zn0DlFDji74miA,4.33,0.0,christine,7.0,2007-07,0,0,0,0,0,0,0,0
Yzcdfk8tb6auJk5wJsIC-Q,3.93,4.0,Kelly,85.0,2008-07,0,0,0,0,48,2,0,79
CazIy91FSeu3WEwUhWBVhA,5.0,1.0,John,3.0,2010-06,0,0,0,0,4,0,0,1
LLdBiq-2PTdxauUhLy72Pw,4.0,0.0,Doug,1.0,2010-07,0,0,0,0,2,0,0,0
_kiC9pZTSxyMHC1QkmBAfw,3.64,1.0,Nicole,11.0,2010-12,0,0,0,0,0,0,0,0
aNbzWaO970C-pfQY0kYibA,3.77,6.0,Lisa,269.0,2010-07,0,0,0,0,11,4,1,23
1Tt5MmNF7iedrWd88Y4F0w,3.68,22.0,Elizabeth,552.0,2008-09,0,0,0,0,60,5,1,185
b82yy32hkz2Vjo-U6eevXw,3.0,0.0,Troy,7.0,2011-06,0,0,0,0,0,0,0,0
y8EQTDB2lYJ6s9JmWHrxhw,4.2,0.0,Julie,10.0,2011-11,0,0,0,0,0,0,0,1
oNCsXA5cGGYbt7eTpMWhsQ,3.59,1.0,L.,57.0,2009-08,0,0,0,0,1,0,0,14
Gegndh8Ydp3r16xu8vs8RQ,3.37,8.0,Ken,268.0,2010-08,0,0,0,0,4,2,0,35
xPR6FZoF6h30pKYmI6Uaog,3.9,2.0,Malinda,29.0,2009-08,0,0,0,0,0,0,0,7
OJh7q_2FNT2Q9LS6DAhFJA,3.83,0.0,Courtney,10.0,2012-01,0,0,0,0,0,0,0,0
1ksRIQC_4VCNzxahiRXbzQ,3.67,0.0,Phil,3.0,2011-05,0,0,0,0,0,0,0,0
QsDevbzig78y8wtc3U9sWA,4.67,0.0,Charlotte,3.0,2012-04,0,0,0,0,37,0,0,0
1wcqkhpsfo1bmLDFjgb-EA,3.57,2.0,Maribel,56.0,2011-08,0,0,0,0,3,0,0,5
70kVmP-TTYJ4eCfK0q6n0w,5.0,0.0,Susan,1.0,2012-05,0,0,0,0,2,0,0,0
2ggITVPBVxUomlGJ5VdcZQ,3.83,0.0,Isaac,41.0,2009-08,0,0,0,0,0,0,0,1
03nkgerJXSGGPusEVGa6yg,5.0,0.0,Cary,2.0,2010-10,0,0,0,0,4,0,0,1
l9isBGVDY5mvRjG2hGwG5g,5.0,1.0,Ramsey,2.0,2012-08,0,0,0,0,6,0,0,0
yWXz4IJ4j80guhCLbD4cRw,3.94,0.0,Jesse,17.0,2011-03,0,0,0,0,2,0,0,0
N79HSGmUbTf51g0IMEYa1g,3.59,2.0,Laura,32.0,2009-12,0,0,0,0,27,0,0,9
6BA5mMff5zEsPF5hS9TaqQ,3.6,0.0,Jeff,5.0,2013-03,0,0,0,0,1,0,0,1
srHHFHX4011o2-winLQBfA,3.45,0.0,Inge,11.0,2013-02,0,0,0,0,0,0,0,0
duryCUDOaoPzQQeQS7r7Cg,4.0,1.0,ashley,19.0,2011-04,0,0,0,0,2,0,0,3
o3rvkK_fCNFYRSjkvdJvLA,4.27,0.0,Angel,11.0,2012-02,0,0,0,0,5,0,0,0
nMyyfF6Y13vjfI3mTuyL6w,2.5,0.0,Matt,2.0,2010-11,0,0,0,0,1,0,0,1
ZcG-59xF-dbe91O8V_eZEg,5.0,0.0,Betsy,1.0,2012-04,0,0,0,0,0,0,0,0
DvP6G06_4RGZGq5rWj26vA,4.44,2.0,Cindy,34.0,2010-07,0,0,0,0,1,0,0,3
gakNhVizAmbyx2nLTZuycA,4.08,0.0,Phil,13.0,2011-04,0,0,0,0,0,0,0,1
Gvbeft_LzDVWfz_rtaWuXw,5.0,0.0,Free,2.0,2013-05,0,0,0,0,3,0,0,3
7JvZ2qn-NUpm2S0DlOuEaA,5.0,0.0,Jonathan,4.0,2009-09,0,0,0,0,0,0,0,0
tTWZ5DpfnwUCS982rA_fbg,3.95,0.0,Tyler,38.0,2013-04,0,0,0,0,11,0,0,4
MWpqcmblmCXhq-zuIp61_Q,4.57,0.0,Kelly,7.0,2013-08,0,0,0,0,1,0,0,1
0CE-NjtOvPgEMYSyfknY3g,5.0,0.0,Samantha,2.0,2014-01,0,0,0,0,0,0,0,0
f5poTyVH7gmmr7yvsdO0sw,4.36,0.0,Brian,9.0,2011-10,0,0,0,0,3,0,0,1
KYfmOsJDXQaNr3IFXu7Lzg,1.0,0.0,Jeremy,1.0,2014-02,0,0,0,0,0,0,0,0
DDHv8p2GAlv0a3tknksa-w,3.33,2.0,Tori,11.0,2011-08,0,0,0,0,8,0,0,3
fIg2kRjUqs0faic1Og2Kbw,4.4,0.0,Steve,5.0,2009-12,0,0,0,0,2,0,0,1
8Um-lELQ7-NyZb7sVuNRVQ,4.33,0.0,Rebecca,9.0,2014-04,0,0,0,0,2,0,0,1
Wbn5cRVwfHbwT_MjnDLtrw,3.25,0.0,Nellz,4.0,2010-10,0,0,0,0,0,0,0,0
MvGVVlTUigkyjnJ80pFROw,3.43,0.0,Kate,7.0,2012-07,0,0,0,0,1,0,0,0
k0U1RQdJC-V-DpJbKBslww,4.5,0.0,Steve,2.0,2014-05,0,0,0,0,0,0,0,0
cxQcMKqALdDhHr9mHXkuaw,5.0,0.0,Mark,1.0,2014-05,0,0,0,0,1,0,0,0
0c3etHhC5paWF8hMo1Zddg,3.2,0.0,Angela,6.0,2012-09,0,0,0,0,0,0,0,1
Iw_6M0bes5bSH_E50XA92A,5.0,0.0,Adam,1.0,2013-12,0,0,0,0,0,0,0,0
90mkbqkECDkB0l8CmsCjgw,3.58,0.0,Nakort,12.0,2013-09,0,0,0,0,1,0,0,0
gdMPEn5xsyA0eBXzKWiEPw,3.94,0.0,Mandie,19.0,2013-06,0,0,0,0,0,0,0,0
uO311GzRiknbH-73lY7DjA,3.0,0.0,Sofy,3.0,2014-04,0,0,0,0,1,0,0,0
KdMsBwgk99007biaRg996w,3.71,0.0,brittany,13.0,2010-12,0,0,0,0,0,0,0,1
tEvuXz9s1TQdJjDNCZAcaw,3.75,0.0,Julie,4.0,2014-08,0,0,0,0,0,0,0,0
pb3ZqUYRbcFcKA-eVMcGUw,3.53,0.0,Justin,17.0,2009-07,0,0,0,0,1,0,0,1
sIIMMdYoPdfJNxSkXcHi1A,1.5,0.0,Fran,2.0,2014-09,0,0,0,0,0,0,0,0
8XLmkBIB1fRKbEcXY01NSw,4.33,0.0,S,9.0,2014-06,0,0,0,0,0,0,0,0
4A3z7cwWDRzOz5kTt3y7wQ,4.17,1.0,Jenesse,5.0,2009-04,0,0,0,0,5,0,0,3
WnURc8g071UEHGnC9tofFw,1.33,0.0,Cem,3.0,2013-05,0,0,0,0,2,0,0,0
02bE2V_Funxuy-_5yAVQZg,4.67,0.0,Mary,3.0,2014-07,0,0,0,0,7,0,0,0
HnRn7kdOtjbrRVDORtmMnw,3.75,0.0,Bob,4.0,2014-10,0,0,0,0,0,0,0,0
-P28EALht0kfe-iedstscg,3.0,0.0,Peter,2.0,2013-04,0,0,0,0,0,0,0,0
HchXDC5YgkOj8sgi6f5Eeg,4.0,0.0,Michael,4.0,2009-02,0,0,0,0,0,0,0,0
bVJYfYTlHpzllqpdiwe8ug,1.0,0.0,Dawn,1.0,2013-01,0,0,0,0,0,0,0,0
O-bXsSW6F-A8Kgg6HZdXsg,4.0,0.0,Christine,2.0,2012-06,0,0,0,0,0,0,0,0
v4XuvEB0mXFMz7N8a6oBOA,4.29,1.0,Violet,8.0,2014-10,0,0,0,0,1,0,0,2
RTjAuMPTHnTucCeLpcMpEQ,3.22,0.0,Noah,9.0,2009-08,0,0,0,0,0,0,0,1
WDK6BYLhy-qmRDlwhpGFsw,2.75,0.0,Karen,8.0,2010-12,0,0,0,0,0,0,0,0
DLE_aMNkgksS7ki2GnyLEA,4.5,0.0,Anonymous,6.0,2015-01,0,0,0,0,0,0,0,0
2PpS3ae7_HRPcERnZWEMyQ,4.11,0.0,Tammy,9.0,2007-11,0,0,0,0,0,0,0,0
eUw_kTnghgop-mCnC8JMjA,4.33,0.0,Ketsana,9.0,2009-08,0,0,0,0,2,0,0,2
qJERQwLhoWLHQ4-2vf-Aew,4.0,0.0,Wayne,3.0,2010-09,0,0,0,0,4,0,0,1
b0FbzM4BB9qQhfwcfQtWRA,4.11,36.0,Kuanyu,569.0,2010-08,0,0,0,0,77,5,1,676
vXoyhHYhClRO6F9XmugVLg,4.0,0.0,Michael,2.0,2011-01,0,0,0,0,0,0,0,0
5jkmbSOaVAIk8KsVWgIFdA,3.85,16.0,Rich,518.0,2008-07,0,0,0,0,10,4,1,82
XpNYhS7EnzTozA4CAkje4g,3.45,19.0,Colleen,307.0,2010-02,0,0,0,0,53,4,1,207
p8X2wvggbvaNFPqBIcVtQg,2.17,1.0,Ginny,6.0,2010-09,0,0,0,0,2,0,0,0
3B9bNmf8AxprloR_uIX9-w,3.64,2.0,Tom,14.0,2011-12,0,0,0,0,3,0,0,0
wt9wR3x8EJmRY11sF77uEQ,4.0,0.0,Christopher,5.0,2012-02,0,0,0,0,0,0,0,0
tbSMfdlvUtQ_3hIDCZGgVw,3.0,0.0,Michelle,2.0,2011-10,0,0,0,0,1,0,0,0
V6BtMIw9TGxrUAkIDE3Dyg,3.75,0.0,Tyler,8.0,2010-11,0,0,0,0,1,0,0,0
a2lXlF510GejxhpBcgATqA,4.32,0.0,Mike,19.0,2011-11,0,0,0,0,4,0,0,7
cBGDSQtUV2XFXAdiKsPFeA,4.0,1.0,Krystie,2.0,2012-01,0,0,0,0,72,0,0,7
fkMW8fSABeXM0AbIEma1Lw,3.8,2.0,Anand,43.0,2010-09,0,0,0,0,7,0,0,3
iJDDqoNPWd8ou_MhZil7rA,4.16,1.0,Sonya,70.0,2010-08,0,0,0,0,2,2,1,3
YjuHkptpQKyDd-z58scULw,3.23,0.0,Bernard,13.0,2009-11,0,0,0,0,0,0,0,2
YummaCZkTaX4tPxzaqpWhQ,3.57,0.0,Antoinette,28.0,2010-12,0,0,0,0,10,0,0,6
lh-CcujPcv2QuJlB1bTcWw,4.0,0.0,E,13.0,2012-06,0,0,0,0,0,0,0,1
bRs5QDy-3SQjlx3z-wpFaA,3.38,0.0,Yasushi,16.0,2008-05,0,0,0,0,6,0,0,2
PMGGCoGZrgDe8vc94U-zRQ,3.5,2.0,Larry,4.0,2013-10,0,0,0,0,4,0,0,0
jqDE9nk287ZQFDGsnXqyHQ,3.05,0.0,Micah,19.0,2010-08,0,0,0,0,0,0,0,0
hMrUnoiq_YEsmwZP0WgTDQ,4.5,0.0,Yazle,2.0,2013-01,0,0,0,0,0,0,0,1
vfeIwSCwpegXdbuv1yQesw,4.0,0.0,T,6.0,2014-01,0,0,0,0,0,0,0,0
dlXsWL1tg4ZYNLiiurlKXg,3.67,0.0,Edgar,3.0,2014-01,0,0,0,0,4,0,0,3
kBN7VT-IEDhMdbJW0zBQnA,4.5,0.0,Danielle,2.0,2012-10,0,0,0,0,0,0,0,0
4-b6oKLA9-GMijakDfItIQ,3.2,0.0,Crystal,10.0,2009-06,0,0,0,0,0,0,0,3
AljY-NwwXYpNNRKzoxyMWg,3.7,0.0,Vee,32.0,2014-04,0,0,0,0,0,0,0,1
h5Gy8NiaBA4-87vs5q-oBA,4.49,1.0,Farnoosh,67.0,2010-04,0,0,0,0,2,0,0,4
BtBiaCsWK40m078HGuEF_g,4.67,0.0,Laura,3.0,2013-03,0,0,0,0,0,0,0,0
YXRxtN6-Vxew6wPAOsJTVw,4.25,0.0,jen,4.0,2011-06,0,0,0,0,0,0,0,0
8k33m4BR7PlqNWT26kt5Yw,4.0,0.0,Andrew,1.0,2012-04,0,0,0,0,4,0,0,0
duVqmLbn0dZR2N6F1qB92Q,5.0,0.0,Raquel,1.0,2012-05,0,0,0,0,2,0,0,0
DjCE5nX1WVoqwr8D1XhhOA,2.67,0.0,Jimmy,11.0,2012-11,0,0,0,0,0,0,0,0
D1PrAo_aoSFHPyCMCXA-Ow,4.0,0.0,Michael,1.0,2013-11,0,0,0,0,1,0,0,0
mZuk3Rr1t_lqJ_fYzlqd6w,4.5,0.0,Sheigh,17.0,2014-07,0,0,0,0,1,0,0,0
ec1aRCCigU_e4UXEiVqCZA,2.86,0.0,Patrick,7.0,2011-10,0,0,0,0,0,0,0,0
uiMhU9s1LWrGBL4wbiCBoQ,4.0,0.0,Katie,2.0,2013-03,0,0,0,0,0,0,0,0
zOPG4cpC7KwnEN2QP5sW3g,3.0,1.0,Marshall,19.0,2011-08,0,0,0,0,0,0,0,3
xN0jfItiyDLnh5XvUF6i2g,1.0,0.0,Shen,1.0,2012-12,0,0,0,0,0,0,0,0
ZpPBB3ch1Ozy4JbRk4d65Q,4.2,0.0,Mike,6.0,2011-02,0,0,0,0,0,0,0,0
p2yYMMxD639sGBYYocT5sg,4.25,1.0,Jessi,12.0,2014-09,0,0,0,0,0,0,0,0
clRixP7trTNGeVwBmC2eKw,3.92,2.0,Jim,148.0,2012-02,0,0,0,0,9,2,1,53
akRkV6IFvpIAhsEOysIXog,3.4,0.0,Will,34.0,2006-01,0,0,0,0,5,0,0,7
hCJwM_vfnNlka-iWIWwMJQ,3.81,6.0,Michael,133.0,2007-01,0,0,0,0,12,3,0,116
RCsrrVe855-AT9NRJCx_zA,3.81,88.0,Rick,232.0,2006-02,0,0,0,0,107,5,0,1236
wQsmul56xgRd3FqRXVBTXA,3.38,0.0,Peter,13.0,2007-09,0,0,0,0,0,0,0,2
CNZyVl4ILOgaHZ0IfRjZTA,4.01,3.0,Keith,80.0,2007-02,0,0,0,0,3,2,0,8
yADv34WxGBZ0FnaHMNAXnA,3.79,16.0,Zach,416.0,2006-12,0,0,0,0,23,6,0,73
47fRxU11_aT1Fkp2k5fpEQ,3.76,0.0,Jillian,24.0,2008-03,0,0,0,0,4,0,0,21
FMq_XTmtP98KgpyR6Iqh8Q,3.92,0.0,Eric,12.0,2008-06,0,0,0,0,3,0,0,11
F-JAhYTCbkHcYD4piNcf4w,4.33,5.0,Mark,41.0,2008-07,0,0,0,0,6,0,0,9
Zff7xm0J-C7hV1z3j-JipQ,3.73,24.0,Angela,258.0,2006-11,0,0,0,0,43,6,0,213
8jCVbhXk2fhA4XU3NZGvqQ,3.69,5.0,Bonnie,151.0,2005-05,0,0,0,0,3,3,0,20
lvRDTf1HRdhC9W1zInC3MA,3.88,1.0,Francis,16.0,2009-05,0,0,0,0,1,0,0,1
sANJzQjsTHkwzvh0m38NLA,4.0,0.0,D,5.0,2009-07,0,0,0,0,0,0,0,0
NAXb2B1Rv_wesYZucFFe9Q,3.7,0.0,Travis,10.0,2009-08,0,0,0,0,3,0,0,2
cPTbj7Fz9z0gF2W0zJSpzQ,4.08,5.0,Naveen,76.0,2007-06,0,0,0,0,5,0,0,22
SS8c_cazIWMQRT0T087yVw,3.5,3.0,Rob,35.0,2009-11,0,0,0,0,2,0,0,10
BSDWMOWBiYMDd-KhTOR0ew,3.74,26.0,CLINTON,176.0,2008-07,0,0,0,0,40,3,0,1017
XRRAX08EYAiRoH4gvR5ZUg,3.77,4.0,Tawn,146.0,2008-04,0,0,0,0,8,4,0,21
WaKfBJFs25MKVz9cpJNiUw,4.42,23.0,Walker,602.0,2008-10,0,0,0,0,40,7,1,371
eWaEuFG5LYH9ZQI5RZIIWQ,3.81,3.0,Rochelle,106.0,2009-08,0,0,0,0,1,0,0,9
VLFCDSKyg2r6rPrOd1cxCg,3.33,10.0,Yuki,233.0,2009-05,0,0,0,0,52,2,1,27
PmZWNGq8DH3vI7UMl66a4g,5.0,0.0,Jonathan,3.0,2010-04,0,0,0,0,12,0,0,0
C-DyhE2OMYRsahCVQFIvxg,3.94,4.0,Gavin,105.0,2008-12,0,0,0,0,3,3,0,17
EcF3mqtyDO9dFPAMx7WkKg,5.0,0.0,Denny,3.0,2010-06,0,0,0,0,0,0,0,0
4bCErUctXdlTyEKvFaxr1g,3.71,2.0,Sara,58.0,2008-09,0,0,0,0,3,1,0,46
5MTHV_M8e6mhcY1gM762HA,3.84,2.0,Rabiah,19.0,2008-07,0,0,0,0,4,0,0,6
p8J-5KsJZsvWsF9L_4FhMg,2.8,1.0,j,15.0,2006-11,0,0,0,0,1,0,0,1
uU6Cz41VtY0wvZaAwPam4Q,4.0,0.0,Ryan,30.0,2010-07,0,0,0,0,8,0,0,20
SClisNRAeCxLn-feOC1dXw,3.5,0.0,Mike,6.0,2010-01,0,0,0,0,1,0,0,1
11NQYbRlyZfvkKsf7Y6oqg,3.78,0.0,Rj,9.0,2010-08,0,0,0,0,0,0,0,2
MIULTckzHPyKQwAAbthS6g,2.7,1.0,Ty,62.0,2010-05,0,0,0,0,0,0,0,2
JnMgyonUjQm0FjxSYodoPg,4.14,0.0,Sam,7.0,2010-06,0,0,0,0,1,0,0,3
d_2huUcM3ie0Zt-0tybnhg,3.55,1.0,Michael,55.0,2010-08,0,0,0,0,0,0,0,0
GTxtOC-bNmfnBrCfRUC9Mg,4.2,8.0,Sarah,134.0,2008-02,0,0,0,0,8,4,0,22
03jvFB9-dUOTMzvBeZcyyQ,3.33,0.0,David,12.0,2010-08,0,0,0,0,0,0,0,0
fbwUrdShCjE3EQgMLcUpuA,3.89,2.0,amy,94.0,2010-09,0,0,0,0,3,0,0,8
pLdLn9r0irxb0NTAYrepVw,3.45,1.0,paul,31.0,2010-09,0,0,0,0,0,0,0,4
CNzEVKkcV7NiLZ9oBxk3PA,3.0,0.0,Jarrett,11.0,2010-03,0,0,0,0,0,0,0,2
PLgIlX8t8u40LlE-FERM4Q,3.97,4.0,Mark,38.0,2010-09,0,0,0,0,51,0,0,2
hJXuKaX86hhob5N2JSuNMA,3.31,0.0,Matthew,25.0,2010-01,0,0,0,0,3,0,0,6
3J6PR2IAmRjO_3RYbRPSsA,4.75,0.0,Steven,8.0,2010-03,0,0,0,0,0,0,0,1
06URpSDjtG7ePjjz5UZVoQ,4.11,0.0,Yelpe,44.0,2008-01,0,0,0,0,1,0,0,2
hQDYXgxeW7UX9utbWWDLxA,4.24,3.0,Sara,42.0,2009-12,0,0,0,0,8,0,0,4
pXskJ-PS_akflU0xlxEC4w,3.35,0.0,Stephanie,17.0,2010-01,0,0,0,0,5,0,0,6
UYp-ciGkTEu_4BtOM0WfUg,3.37,11.0,Mike,204.0,2008-12,0,0,0,0,6,5,1,40
wZvE1pCYP1Xg3ymr8wnnfA,3.56,25.0,Anna,199.0,2009-12,0,0,0,0,31,3,0,306
4gkPeqa6HU0jbIy_CJ6kLg,3.78,18.0,Eva,713.0,2009-08,0,0,0,0,60,5,1,99
_KhOhdXPtDxU8gCrxzVUgw,4.0,0.0,Rea,1.0,2011-04,0,0,0,0,5,0,0,1
BIiEDi-OjVWZ8xYYbYOorQ,4.02,10.0,Grace,166.0,2009-01,0,0,0,0,38,6,0,185
BMqRI_L96WM6ZQoYnmHVag,4.24,4.0,Andrew,21.0,2009-07,0,0,0,0,3,0,0,6
iB3cXGHiv6m8X_EQ9ZwOxA,3.71,0.0,Jessica,14.0,2010-11,0,0,0,0,1,0,0,3
_rgAbhKfltMsOoxTdvd8dA,3.93,0.0,Sam,52.0,2011-02,0,0,0,0,1,0,0,1
u5LzyzlYPcoOG4e1s0l0ZA,3.0,0.0,Sebastian,9.0,2011-06,0,0,0,0,0,0,0,2
mm1-8hxSTbQH9iUAIkML4w,3.37,7.0,Daniel,232.0,2009-10,0,0,0,0,4,0,0,8
Hnj1CQGCO-Z2F-vjba4vBg,2.6,0.0,John,5.0,2011-05,0,0,0,0,2,0,0,0
P2Uzn--NvBJP6sVn49gejA,3.19,3.0,Kathryn,79.0,2008-04,0,0,0,0,0,0,0,11
jKXbWW4JDMUzFZlF_go50w,4.5,0.0,Michelle,2.0,2009-06,0,0,0,0,0,0,0,0
S3bzNa2KUQ69Q7Lazq6PBw,3.42,0.0,Ted,12.0,2008-10,0,0,0,0,12,0,0,4
tUo4QOs96X1xhgvH_7oixA,3.16,24.0,Cornelius,180.0,2009-02,0,0,0,0,5,0,0,69
cAh-TJXdyi2Yq_Mm3WAJjg,4.41,6.0,Valerie,17.0,2009-04,0,0,0,0,14,0,0,2
Jw6rV7SFXuymX2mXEyDnkg,5.0,0.0,Cindy,2.0,2011-05,0,0,0,0,0,0,0,2
_NGiCOaPVIOWM2FXeyvLNA,3.72,34.0,Megan,547.0,2008-11,0,0,0,0,17,0,0,168
v3JPIxqL5BOdaJEEtuaZfw,4.11,2.0,Matthew,19.0,2010-09,0,0,0,0,1,0,0,4
MBtU8-in-O3tZEbXwRK9iQ,3.8,0.0,shane,10.0,2007-05,0,0,0,0,0,0,0,1
HuqfnlRIMCm1VD1nIfmcJA,4.32,1.0,Sarah,19.0,2010-06,0,0,0,0,1,0,0,4
TrHyJVZOj8ISwVqdpC7FVw,3.5,0.0,Kate,7.0,2011-08,0,0,0,0,2,0,0,0
-MoxiJWd8ku8Zi7oPwxAMg,3.96,1.0,Mark,27.0,2011-09,0,0,0,0,10,0,0,13
9ZrdcUpfrfKlCe2xUYEZkg,3.68,0.0,David,33.0,2011-07,0,0,0,0,2,0,0,1
o9tv_tTyrm-tf-6cRJp49Q,3.53,5.0,Danielle,92.0,2011-05,0,0,0,0,2,2,0,22
VqCnXun_ZXDUovhnUMRumQ,4.5,0.0,Vanessa,4.0,2011-04,0,0,0,0,0,0,0,0
5ynlDWRaJUhsL4BUbazFXg,3.87,0.0,Brooke,16.0,2011-11,0,0,0,0,0,0,0,1
